movie_id,revenue,budget,certification
tt0879870,204594016.0,60000000.0,PG-13
tt0882741,0.0,0.0,
tt0884214,0.0,0.0,R
tt0887161,0.0,0.0,
tt0887751,0.0,0.0,
tt0889573,49830607.0,19000000.0,PG-13
tt0892318,82148538.0,30000000.0,PG
tt0892769,494879471.0,165000000.0,PG
tt0892791,752600867.0,165000000.0,PG
tt0896872,0.0,0.0,R
tt0901504,0.0,5000000.0,R
tt0903036,0.0,0.0,
tt0907305,0.0,0.0,
tt0914823,0.0,0.0,
tt0914863,0.0,15000000.0,R
tt0915463,20776.0,6000000.0,
tt0918575,0.0,0.0,
tt0923653,0.0,0.0,
tt0923954,0.0,0.0,
tt0924266,0.0,0.0,
tt0926084,954305868.0,250000000.0,PG-13
tt0929618,0.0,3000000.0,R
tt0934981,0.0,1235000.0,NR
tt0935075,5144717.0,5000000.0,PG-13
tt0938283,319713881.0,150000000.0,PG
tt0940656,0.0,70200000.0,G
tt0942906,0.0,0.0,NR
tt0944835,293329073.0,110000000.0,PG-13
tt0947798,329398046.0,13000000.0,R
tt0947810,94882889.0,100000000.0,R
tt0954947,3977192.0,13000000.0,R
tt0955308,321669741.0,200000000.0,PG-13
tt0960067,0.0,0.0,NR
tt0963177,0.0,2000000.0,
tt0963966,215283742.0,150000000.0,PG
tt0964517,93617009.0,25000000.0,R
tt0964544,0.0,0.0,
tt0968264,15478800.0,25000000.0,PG-13
tt0969653,0.0,250000.0,NR
tt0970866,310650585.0,100000000.0,PG-13
tt0973809,0.0,0.0,
tt0974584,0.0,2000000.0,R
tt0975738,0.0,2500000.0,
tt0977855,25806953.0,22000000.0,PG-13
tt0979434,0.0,0.0,PG-13
tt0980970,415686217.0,155000000.0,PG
tt0984210,0.0,0.0,R
tt0985694,45491656.0,20000000.0,R
tt0988655,0.0,0.0,
tt0988858,0.0,0.0,
tt0989757,114977104.0,25000000.0,PG-13
tt0990363,0.0,2150000.0,
tt0994917,0.0,0.0,
tt0997152,0.0,21800000.0,R
tt1001526,321885765.0,130000000.0,PG
tt1006907,0.0,0.0,R
tt1013743,261989769.0,117000000.0,PG-13
tt1013860,4634062.0,20000000.0,PG-13
tt1014759,1025467110.0,200000000.0,PG
tt1016090,0.0,0.0,
tt1016226,0.0,0.0,
tt1016241,0.0,2300000.0,
tt1017451,2995811.0,10000000.0,R
tt1017464,0.0,8500000.0,R
tt1019442,0.0,0.0,
tt1020558,6890432.0,12000000.0,
tt1020773,7736632.0,7000000.0,NR
tt1023114,24172201.0,30000000.0,PG-13
tt1027683,0.0,0.0,
tt1027718,134748021.0,70000000.0,PG-13
tt1028576,60321861.0,35000000.0,PG
tt1032751,11087569.0,42000000.0,R
tt1037124,0.0,0.0,
tt1037178,0.0,0.0,
tt1037705,157107755.0,80000000.0,R
tt1038685,2000000.0,12000000.0,NR
tt1038686,67918658.0,26000000.0,R
tt1038919,136333522.0,40000000.0,PG-13
tt1041778,0.0,0.0,
tt1041804,17177993.0,90000000.0,PG
tt1043757,0.0,500000.0,NR
tt1046174,0.0,0.0,
tt1047449,0.0,3000000.0,R
tt1049402,1183258.0,5000000.0,R
tt1051253,0.0,3500000.0,
tt1051340,0.0,1300000.0,
tt1051715,0.0,0.0,R
tt1053424,18409891.0,32000000.0,R
tt1054631,0.0,0.0,
tt1054677,0.0,0.0,
tt1055292,105734416.0,38000000.0,PG-13
tt1055363,0.0,2000000.0,
tt1059790,0.0,0.0,R
tt1059969,0.0,5000000.0,
tt1063111,0.0,0.0,R
tt1063327,0.0,0.0,
tt1067090,0.0,0.0,
tt1067107,0.0,0.0,NR
tt1068962,1212639.0,0.0,
tt1070781,0.0,0.0,PG-13
tt1071211,0.0,0.0,
tt1071783,0.0,0.0,
tt1071877,0.0,0.0,
tt1072754,0.0,0.0,
tt1073246,0.0,10000000.0,NR
tt1075747,10539000.0,47000000.0,PG-13
tt1078583,0.0,0.0,
tt1078597,0.0,0.0,
tt1079964,0.0,0.0,
tt1079974,0.0,0.0,R
tt1080019,0.0,0.0,
tt1082075,0.0,0.0,
tt1082577,0.0,6000000.0,
tt1087524,0.0,0.0,R
tt1090749,0.0,0.0,
tt1092634,15302850.0,50000000.0,R
tt1093902,0.0,0.0,
tt1093906,0.0,3000000.0,
tt1094666,0.0,0.0,PG-13
tt1095180,0.0,0.0,NR
tt1095417,0.0,0.0,
tt1098326,0.0,0.0,
tt1100051,0.0,2000000.0,
tt1103153,98159963.0,75000000.0,PG-13
tt1103255,0.0,0.0,R
tt1103272,0.0,0.0,NR
tt1103273,10967.0,0.0,R
tt1104001,400062763.0,170000000.0,PG
tt1105740,0.0,3383700.0,
tt1106860,46488.0,7000000.0,R
tt1107319,143485.0,4000000.0,R
tt1109488,0.0,0.0,
tt1109594,0.0,2000000.0,R
tt1111235,0.0,0.0,
tt1114710,0.0,0.0,
tt1116183,0.0,0.0,
tt1117386,0.0,0.0,
tt1119192,0.0,0.0,
tt1120985,15440333.0,1000000.0,R
tt1123373,51723285.0,13000000.0,PG-13
tt1125929,0.0,0.0,R
tt1126591,89519773.0,55000000.0,PG-13
tt1126618,60040976.0,40000000.0,PG-13
tt1127702,1891264.0,1400000.0,
tt1129396,0.0,3600000.0,R
tt1129404,0.0,0.0,
tt1129412,0.0,0.0,
tt1129427,90647.0,0.0,R
tt1129437,288512.0,500000.0,
tt1130092,0.0,0.0,
tt1130884,294800000.0,80000000.0,R
tt1130964,399611.0,6000000.0,PG-13
tt1130969,0.0,0.0,R
tt1131737,0.0,0.0,
tt1135083,0.0,0.0,
tt1135084,80205382.0,32000000.0,PG-13
tt1136688,0.0,1000000.0,
tt1138442,0.0,8700000.0,
tt1139328,60331447.0,45000000.0,PG-13
tt1141306,0.0,0.0,
tt1143896,0.0,0.0,R
tt1144546,0.0,0.0,
tt1145430,0.0,0.0,
tt1148200,143000.0,5000000.0,R
tt1151919,0.0,0.0,
tt1152278,0.0,50.0,
tt1152827,0.0,13000000.0,
tt1155076,359126022.0,40000000.0,PG
tt1156527,0.0,0.0,
tt1159721,0.0,1000000.0,
tt1160371,0.0,0.0,
tt1160376,0.0,0.0,
tt1161421,14500.0,0.0,
tt1164999,25147786.0,0.0,R
tt1167638,0.0,24000000.0,NR
tt1167675,0.0,0.0,
tt1168696,0.0,1200000.0,
tt1172991,4882577.0,15000000.0,R
tt1173687,0.0,0.0,R
tt1174042,0.0,30000.0,NR
tt1174693,0.0,2000000.0,
tt1175709,1754389.0,0.0,R
tt1176175,0.0,0.0,
tt1176728,0.0,0.0,R
tt1179025,34604339.0,25000000.0,NR
tt1179034,52844496.0,52000000.0,R
tt1179056,115664037.0,35000000.0,R
tt1179069,851517.0,22000000.0,R
tt1181791,382879.0,0.0,R
tt1181795,129706.0,25000000.0,R
tt1182315,0.0,0.0,
tt1182350,0.0,22000000.0,R
tt1182884,2700000.0,5600000.0,PG
tt1183307,0.0,0.0,
tt1183489,0.0,0.0,
tt1183911,850994.0,0.0,R
tt1183917,3900000.0,1000000.0,PG-13
tt1183923,361960.0,0.0,R
tt1185412,0.0,1250000.0,
tt1185416,43042835.0,55000000.0,PG-13
tt1186357,0.0,0.0,
tt1186365,0.0,0.0,
tt1186665,0.0,0.0,
tt1188113,0.0,0.0,PG-13
tt1188482,0.0,0.0,
tt1188996,42345360.0,12000000.0,PG-13
tt1189267,0.0,0.0,NR
tt1190072,0.0,0.0,
tt1191130,0.0,0.0,
tt1193473,0.0,0.0,R
tt1193507,300849.0,1600000.0,
tt1193631,159291809.0,30000000.0,PG-13
tt1194232,0.0,0.0,
tt1194236,0.0,0.0,G
tt1194417,1083683.0,12500000.0,R
tt1194424,0.0,0.0,
tt1196134,88335.0,0.0,PG-13
tt1196141,76196538.0,15000000.0,PG
tt1196204,0.0,0.0,R
tt1196338,0.0,0.0,
tt1196340,55089.0,10000000.0,R
tt1196682,0.0,0.0,
tt1198101,0.0,0.0,PG-13
tt1198133,0.0,0.0,
tt1199552,0.0,0.0,
tt1199588,0.0,4000000.0,
tt1200271,0.0,0.0,
tt1200274,0.0,0.0,
tt1202232,0.0,0.0,
tt1206314,0.0,0.0,
tt1208716,0.0,0.0,PG-13
tt1209368,0.0,0.0,
tt1210029,0.0,200000.0,
tt1210039,82739.0,10000000.0,PG-13
tt1210047,0.0,0.0,NR
tt1210059,0.0,0.0,R
tt1212419,106956330.0,50000000.0,PG-13
tt1212434,0.0,0.0,
tt1212436,77477008.0,35000000.0,PG-13
tt1212442,0.0,0.0,
tt1212454,51138.0,0.0,PG-13
tt1213012,50500000.0,20000000.0,PG
tt1213648,8307227.0,25000000.0,R
tt1214981,39674739.0,0.0,
tt1215486,0.0,0.0,NR
tt1216492,32686500.0,19000000.0,PG
tt1216520,0.0,3100000.0,NR
tt1217059,0.0,0.0,NR
tt1217060,0.0,0.0,
tt12171216,10000.0,10000.0,
tt1217301,0.0,200.0,R
tt1219342,140073390.0,80000000.0,PG
tt1220227,0.0,500000.0,
tt1220625,0.0,0.0,R
tt1220627,0.0,0.0,R
tt1220634,300228084.0,60000000.0,R
tt1220888,204940.0,12000000.0,R
tt1221208,706546.0,0.0,R
tt1222698,0.0,2500000.0,G
tt1223980,0.0,0.0,
tt1224136,0.0,0.0,
tt1225302,0.0,0.0,
tt1225703,0.0,0.0,PG
tt1226229,90029656.0,40000000.0,R
tt1226273,81126522.0,80000000.0,R
tt1226737,0.0,0.0,
tt1226753,45636368.0,20000000.0,R
tt1226831,0.0,0.0,
tt1227524,0.0,0.0,
tt1227927,0.0,0.0,NR
tt12282568,0.0,0.0,
tt1228705,623933331.0,200000000.0,PG-13
tt1228987,24145613.0,20000000.0,R
tt1229236,0.0,1000000.0,
tt1229381,3470487.0,30000000.0,
tt1229405,0.0,1.0,
tt1230196,0.0,0.0,
tt1230204,71594792.0,0.0,G
tt1230372,0.0,0.0,R
tt1230385,0.0,0.0,R
tt1230439,0.0,0.0,
tt1230478,0.0,0.0,
tt1231583,211780824.0,65000000.0,R
tt1231587,64780213.0,36000000.0,R
tt1231594,0.0,100000.0,NR
tt1232202,0.0,500000.0,
tt1232775,0.0,500000.0,
tt1232838,0.0,0.0,R
tt1233192,0.0,0.0,
tt1233328,0.0,0.0,PG-13
tt1234654,6344112.0,0.0,R
tt1235189,3453043.0,8000000.0,PG-13
tt1235430,0.0,0.0,
tt1235537,0.0,0.0,
tt1235830,0.0,0.0,NR
tt1235853,0.0,0.0,
tt1237373,0.0,0.0,R
tt1238282,0.0,0.0,
tt1239430,0.0,4800000.0,
tt1240539,0.0,5.0,
tt1241017,0.0,0.0,R
tt1241258,0.0,0.0,NR
tt1241329,0.0,0.0,PG-13
tt1241330,0.0,0.0,R
tt1242432,572809.0,2000000.0,R
tt1242520,0.0,0.0,
tt1242529,0.0,0.0,
tt1242744,0.0,0.0,R
tt1243957,278731369.0,100000000.0,PG-13
tt1244093,0.0,10000000.0,
tt1244588,0.0,0.0,
tt1244658,58147.0,0.0,PG-13
tt1244659,15134293.0,31000000.0,PG
tt1244754,11826980.0,12500000.0,R
tt1245094,0.0,0.0,
tt1245111,0.0,0.0,
tt1245526,199000000.0,58000000.0,PG-13
tt1245647,0.0,0.0,
tt1245766,0.0,33000.0,NR
tt1247400,0.0,0.0,R
tt1247406,0.0,0.0,
tt1247639,0.0,0.0,NR
tt1247667,221590.0,10000000.0,R
tt1247681,0.0,15000000.0,
tt1247683,0.0,0.0,R
tt1249170,0.0,0.0,
tt1250777,96188903.0,28000000.0,R
tt1251735,0.0,0.0,PG
tt1252507,0.0,0.0,
tt1252516,0.0,0.0,
tt1253837,0.0,0.0,
tt1254966,0.0,0.0,
tt1254978,0.0,0.0,
tt1255953,6788659.0,6800000.0,R
tt1258201,0.0,0.0,
tt12582270,0.0,0.0,
tt1258998,0.0,0.0,
tt1259227,0.0,0.0,
tt1259570,486756.0,4364700.0,NR
tt1259591,0.0,0.0,
tt1261862,0.0,0.0,R
tt1261945,290745055.0,100000000.0,R
tt1262876,0.0,100.0,NR
tt1262892,0.0,0.0,
tt1262941,0.0,0.0,
tt1262978,0.0,0.0,R
tt1262983,0.0,0.0,
tt1263018,0.0,0.0,NR
tt1263750,844281.0,0.0,
tt1264115,0.0,0.0,PG-13
tt1264889,0.0,0.0,
tt1265620,0.0,0.0,
tt1266615,0.0,0.0,NR
tt1267378,0.0,0.0,
tt1268241,0.0,0.0,
tt1268970,0.0,8000000.0,R
tt1268981,0.0,1700000.0,
tt1268987,0.0,0.0,R
tt1270277,13826.0,0.0,R
tt1270288,0.0,0.0,
tt1270291,0.0,425000.0,
tt1270296,2.0,400.0,
tt1270761,36993168.0,25000000.0,R
tt1270791,0.0,0.0,
tt1270835,156190.0,2500000.0,R
tt1270842,17636261.0,0.0,
tt1272051,6500000.0,25000000.0,
tt1273194,0.0,0.0,
tt1273235,1541.0,0.0,NC-17
tt1273236,0.0,300000.0,PG
tt1273241,0.0,0.0,R
tt1273678,66166000.0,28000000.0,PG
tt1274275,0.0,0.0,
tt1274285,0.0,0.0,
tt1274296,0.0,0.0,
tt1274297,0.0,0.0,
tt1274300,346594.0,20000000.0,PG-13
tt1274636,0.0,0.0,
tt1274639,0.0,0.0,
tt1274645,0.0,0.0,
tt1276988,0.0,0.0,PG
tt1277144,0.0,205000.0,
tt12776826,0.0,0.0,NR
tt1278379,801206.0,0.0,R
tt1278449,0.0,4466000.0,R
tt1279935,152263880.0,55000000.0,PG-13
tt1282041,0.0,0.0,NR
tt1282093,0.0,0.0,
tt1282136,0.0,0.0,
tt1282140,75026327.0,8000000.0,PG-13
tt1282152,0.0,0.0,
tt1282153,0.0,2000000.0,
tt1283542,0.0,1900000.0,
tt1283546,0.0,0.0,
tt1283887,0.0,5800000.0,R
tt1283930,0.0,0.0,
tt1285016,224920315.0,40000000.0,PG-13
tt1285212,0.0,0.0,
tt1285219,0.0,250000.0,R
tt1285240,0.0,0.0,
tt1285245,0.0,0.0,
tt1286146,0.0,5000000.0,
tt1286746,0.0,0.0,R
tt1286753,0.0,0.0,PG-13
tt1287468,112483764.0,85000000.0,PG
tt1287878,349899.0,0.0,
tt1288376,0.0,0.0,
tt1288411,0.0,73000.0,
tt1289397,0.0,0.0,R
tt1289419,2592808.0,0.0,R
tt1290082,0.0,0.0,PG-13
tt1290140,0.0,0.0,
tt1291125,0.0,0.0,NR
tt1291465,0.0,0.0,
tt1291549,33042.0,5000000.0,R
tt1291652,0.0,0.0,R
tt1292642,0.0,0.0,
tt1294136,0.0,0.0,R
tt1294141,0.0,0.0,NR
tt1294162,0.0,0.0,
tt1294212,0.0,200000.0,
tt1294226,89137047.0,20000000.0,PG
tt1294688,7644937.0,7000000.0,R
tt1294789,0.0,0.0,NR
tt1295059,0.0,0.0,
tt1296077,0.0,0.0,
tt1296171,0.0,0.0,
tt1296464,0.0,6000000.0,
tt1296898,0.0,0.0,PG-13
tt1297920,0.0,0.0,
tt1297921,0.0,0.0,
tt1297925,0.0,0.0,
tt1297938,0.0,0.0,NR
tt1298594,0.0,0.0,PG
tt1298643,0.0,0.0,
tt1298831,0.0,7500000.0,
tt1300159,0.0,300000.0,NR
tt1301309,0.0,0.0,
tt1301710,0.0,0.0,
tt1301990,18000.0,0.0,R
tt1302001,0.0,0.0,R
tt1302067,203509374.0,80000000.0,PG
tt1303782,0.0,0.0,PG-13
tt1303803,531826.0,0.0,
tt1304615,0.0,0.0,
tt1305008,0.0,0.0,
tt1305039,0.0,300000.0,
tt1305583,21409028.0,14000000.0,PG-13
tt1305587,0.0,0.0,
tt1305797,62000000.0,26400000.0,
tt1305798,0.0,0.0,
tt1307010,0.0,0.0,
tt1307071,0.0,0.0,
tt1307858,0.0,0.0,R
tt1307873,0.0,17000000.0,R
tt1307892,0.0,0.0,
tt1307972,0.0,0.0,
tt1308012,0.0,0.0,
tt1308112,0.0,0.0,
tt1308165,12839.0,0.0,
tt1308754,0.0,1000000.0,R
tt1308758,0.0,0.0,
tt1309181,0.0,0.0,
tt1309561,0.0,0.0,
tt1310667,0.0,0.0,
tt1311075,0.0,0.0,
tt1311087,0.0,0.0,R
tt1312228,0.0,0.0,
tt1312254,19411.0,0.0,PG-13
tt1313092,1000000.0,5000000.0,R
tt1313121,0.0,0.0,G
tt1313244,0.0,0.0,NR
tt1313254,218708.0,0.0,
tt1314161,0.0,0.0,
tt1314169,0.0,0.0,
tt1314170,0.0,4500000.0,
tt1314190,0.0,0.0,
tt1314222,0.0,0.0,R
tt1314652,0.0,4000000.0,
tt1314655,33583175.0,10000000.0,PG-13
tt1315350,0.0,0.0,R
tt1315419,0.0,0.0,
tt1315963,0.0,1000000.0,
tt1316037,0.0,10000.0,NR
tt1316622,8020.0,0.0,R
tt1318029,0.0,0.0,
tt1319704,0.0,0.0,
tt1319707,0.0,0.0,
tt1319712,0.0,0.0,
tt1319716,0.0,0.0,
tt1319718,0.0,25000000.0,NR
tt1319722,96868.0,0.0,R
tt1320103,4029.0,0.0,R
tt1320239,4791599.0,10000000.0,R
tt1320244,69432527.0,1800000.0,PG-13
tt1320250,0.0,500000.0,
tt1320253,274470394.0,80000000.0,R
tt1320260,0.0,0.0,R
tt1320261,237382724.0,112000000.0,PG
tt1320291,0.0,0.0,R
tt1320296,0.0,0.0,
tt1320334,0.0,0.0,
tt1321402,0.0,0.0,
tt1321509,49050886.0,21000000.0,R
tt1322257,0.0,0.0,
tt1322264,12000.0,0.0,R
tt1322302,0.0,0.0,
tt1322306,0.0,0.0,
tt1322312,42045846.0,32000000.0,R
tt1322384,0.0,0.0,
tt1322385,0.0,0.0,
tt1323045,3065860.0,0.0,R
tt1323594,533679475.0,69000000.0,PG
tt1323917,0.0,0.0,R
tt1324061,0.0,0.0,
tt1325004,698491347.0,68000000.0,PG-13
tt1325016,0.0,9000.0,
tt1325743,0.0,0.0,
tt1325773,0.0,0.0,NR
tt1326238,0.0,0.0,
tt1326253,0.0,0.0,R
tt1326741,0.0,0.0,
tt1326960,0.0,0.0,
tt1327200,0.0,0.0,R
tt1327709,0.0,0.0,
tt1327743,0.0,1000000.0,
tt1327809,0.0,0.0,
tt1328867,0.0,0.0,
tt1328873,0.0,0.0,
tt1328874,0.0,0.0,
tt1328908,0.0,0.0,
tt1328913,0.0,7000000.0,PG-13
tt1329309,0.0,0.0,NR
tt1329457,0.0,0.0,
tt1330229,0.0,0.0,
tt1331112,0.0,24250.0,
tt1331329,0.0,0.0,R
tt1332106,0.0,0.0,PG-13
tt1332110,0.0,0.0,
tt1332119,0.0,0.0,
tt1332133,0.0,0.0,
tt1332134,0.0,10000000.0,
tt1332486,0.0,0.0,
tt1334260,9918093.0,15000000.0,R
tt1334318,0.0,0.0,
tt1334455,0.0,0.0,
tt1334515,0.0,0.0,NC-17
tt1334532,0.0,0.0,
tt1334553,453708.0,500000.0,R
tt1335986,550000.0,0.0,
tt1335992,0.0,5000000.0,R
tt1336601,0.0,0.0,
tt1336617,0.0,7000000.0,R
tt1336619,0.0,0.0,
tt1336998,0.0,0.0,
tt1336999,0.0,150000.0,
tt1337055,0.0,0.0,
tt1337103,0.0,1400000.0,
tt1337338,0.0,0.0,
tt1337350,0.0,0.0,
tt1337366,0.0,0.0,
tt1337673,0.0,0.0,
tt1337682,0.0,0.0,
tt1337686,0.0,0.0,NR
tt1339161,208475.0,3900000.0,
tt1339203,0.0,0.0,
tt1339488,0.0,0.0,
tt1340107,13004198.0,15000000.0,R
tt1340119,0.0,0.0,
tt1340773,10.0,0.0,R
tt1340778,0.0,0.0,
tt1340791,0.0,0.0,
tt1340793,0.0,0.0,PG-13
tt1341167,6149356.0,967686.0,R
tt1341188,48668907.0,120000000.0,PG-13
tt1341341,22270.0,0.0,R
tt1341710,0.0,1500000.0,
tt1342096,0.0,250000.0,
tt1342120,0.0,0.0,
tt1342122,0.0,0.0,R
tt1343110,0.0,0.0,R
tt1343703,4404729.0,8500000.0,
tt1343740,0.0,0.0,
tt1344699,0.0,0.0,
tt1344836,0.0,0.0,
tt1345506,0.0,0.0,
tt1345719,0.0,0.0,NR
tt1345772,0.0,0.0,R
tt1345777,0.0,0.0,
tt1345834,0.0,0.0,
tt1349646,0.0,35000.0,
tt1351141,0.0,0.0,
tt1351186,0.0,0.0,NR
tt1351224,0.0,0.0,PG
tt1351784,0.0,1200000.0,
tt1352380,0.0,9200000.0,
tt1352388,0.0,0.0,
tt1352765,0.0,0.0,
tt1354022,0.0,0.0,
tt1354687,0.0,0.0,NR
tt1355641,0.0,0.0,
tt1356864,0.0,0.0,R
tt1359553,0.0,0.0,R
tt1360826,0.0,0.0,
tt1361313,453079.0,7000000.0,R
tt1361324,0.0,0.0,
tt1361828,0.0,0.0,
tt1361835,0.0,0.0,
tt1362554,0.0,0.0,
tt1363091,0.0,0.0,NC-17
tt1363468,0.0,0.0,
tt1365451,0.0,0.0,
tt1365482,0.0,0.0,
tt1365483,0.0,10000000.0,PG
tt1365490,2124145.0,7000000.0,
tt1365491,0.0,0.0,
tt1366409,852336.0,0.0,
tt1367177,0.0,200000.0,NR
tt1367351,0.0,10000.0,
tt1368860,0.0,0.0,R
tt1369706,5343820.0,10000000.0,R
tt1370426,0.0,0.0,R
tt1371117,0.0,0.0,R
tt1371141,0.0,0.0,R
tt1371155,12629471.0,7200000.0,R
tt1371160,0.0,0.0,
tt1371631,0.0,0.0,
tt1372689,0.0,0.0,
tt1373149,0.0,3250000.0,PG
tt1373156,3900000.0,2800000.0,
tt1373405,0.0,0.0,
tt1373406,54800.0,0.0,
tt1373454,0.0,0.0,
tt1374995,0.0,0.0,
tt1375666,825532764.0,160000000.0,PG-13
tt1375670,271430189.0,80000000.0,PG-13
tt1375754,0.0,1000000.0,PG-13
tt1376195,0.0,10000000.0,
tt1376421,0.0,0.0,
tt1376709,0.0,6.0,R
tt1378811,0.0,0.0,
tt1379234,0.0,0.0,
tt1380174,0.0,0.0,
tt1380201,0.0,1552334.0,
tt1380784,0.0,1500000.0,R
tt1380852,0.0,35.0,
tt1380995,0.0,0.0,NR
tt1381402,0.0,50000.0,
tt1381406,0.0,0.0,
tt1381407,0.0,0.0,
tt1381413,0.0,6000000.0,NR
tt1381505,0.0,0.0,PG-13
tt1381773,0.0,27000.0,
tt1382720,0.0,0.0,
tt1382725,25346148.0,20000000.0,
tt1383251,0.0,0.0,
tt1384591,0.0,0.0,R
tt1384961,0.0,0.0,
tt1385633,0.0,0.0,PG-13
tt1385867,55583804.0,30000000.0,R
tt1386588,170432927.0,100000000.0,PG-13
tt1386683,1853321.0,0.0,NR
tt1386925,0.0,0.0,R
tt1386932,36000000.0,12902809.0,R
tt1388391,0.0,0.0,
tt1389070,0.0,0.0,
tt1390415,0.0,0.0,
tt1390533,0.0,0.0,
tt1390535,0.0,1000000.0,
tt1390540,0.0,0.0,
tt1390840,0.0,150000.0,
tt1391034,177182.0,0.0,R
tt1391087,0.0,0.0,
tt1391137,60072596.0,20000000.0,PG-13
tt1391143,0.0,0.0,
tt1391481,0.0,0.0,
tt1391745,0.0,0.0,NR
tt1392197,83761844.0,50000000.0,PG
tt1392982,0.0,0.0,
tt1393020,0.0,2000000.0,NR
tt1393746,100297064.0,25000000.0,
tt1394211,4190.0,0.0,NR
tt1394240,0.0,0.0,
tt1395054,8300000.0,19000000.0,PG-13
tt1395783,0.0,0.0,
tt1396208,5000000.0,10000000.0,PG
tt1396219,0.0,0.0,
tt1396221,25603.0,8000000.0,R
tt1397498,0.0,22000000.0,PG-13
tt1398028,0.0,0.0,R
tt1398428,0.0,500000.0,R
tt1398429,0.0,0.0,
tt1398999,0.0,0.0,
tt1399102,0.0,0.0,
tt1399565,0.0,0.0,
tt1399677,0.0,0.0,
tt1399683,13831503.0,2000000.0,R
tt1400335,0.0,6000000.0,PG
tt1400558,0.0,0.0,
tt1401113,0.0,0.0,R
tt1401143,0.0,0.0,R
tt1401607,0.0,5000000.0,PG-13
tt1401631,0.0,100000.0,
tt1401643,0.0,0.0,
tt1401668,0.0,0.0,
tt1401669,0.0,0.0,
tt1401672,0.0,0.0,
tt1401718,0.0,0.0,
tt1403047,0.0,0.0,
tt1403144,0.0,0.0,
tt1403177,449702.0,7000000.0,R
tt1403210,0.0,0.0,
tt1403249,0.0,0.0,
tt1403846,0.0,0.0,
tt1403865,252276927.0,38000000.0,PG-13
tt1403981,56032889.0,16000000.0,PG-13
tt1403987,0.0,0.0,
tt1403988,123820.0,4500000.0,PG-13
tt1404632,0.0,0.0,
tt1404830,0.0,0.0,
tt1405500,37000000.0,0.0,R
tt1407049,0.0,0.0,R
tt1407055,0.0,0.0,
tt1407061,21520719.0,0.0,PG
tt1407084,2566717.0,0.0,R
tt1407972,378600.0,0.0,
tt1408062,0.0,0.0,
tt1409004,0.0,0.0,
tt1409734,0.0,0.0,
tt1410209,0.0,0.0,
tt1410295,0.0,0.0,R
tt1410297,0.0,0.0,
tt1411232,0.0,0.0,R
tt1411276,0.0,0.0,PG
tt1411762,0.0,0.0,
tt1412442,0.0,0.0,PG-13
tt1412541,0.0,0.0,
tt1412697,0.0,0.0,
tt1413068,0.0,0.0,
