movie_id,genre_id
tt0163745,5
tt0163745,7
tt0163764,0
tt0163764,2
tt0163764,5
tt0163978,2
tt0163978,7
tt0163978,18
tt0163983,6
tt0163983,7
tt0163983,12
tt0164003,6
tt0164003,7
tt0164003,22
tt0164052,0
tt0164052,12
tt0164052,19
tt0164182,7
tt0164184,0
tt0164184,7
tt0164184,22
tt0164192,5
tt0164192,12
tt0164192,19
tt0164212,6
tt0164212,7
tt0164212,22
tt0164318,7
tt0164318,22
tt0164334,7
tt0164334,22
tt0164545,7
tt0164810,5
tt0164810,18
tt0164953,5
tt0164953,22
tt0164961,0
tt0164961,6
tt0164961,9
tt0165361,6
tt0165361,7
tt0165400,0
tt0165400,19
tt0165452,5
tt0165642,0
tt0165642,7
tt0165713,7
tt0165800,7
tt0165800,22
tt0165832,2
tt0165832,5
tt0165832,7
tt0165928,22
tt0165929,0
tt0165929,6
tt0165929,22
tt0165982,2
tt0165982,3
tt0165982,5
tt0166013,4
tt0166013,6
tt0166013,7
tt0166110,6
tt0166110,12
tt0166158,5
tt0166158,7
tt0166186,7
tt0166192,5
tt0166192,8
tt0166192,15
tt0166276,5
tt0166276,9
tt0166339,5
tt0166370,9
tt0166370,12
tt0166813,2
tt0166813,3
tt0166813,7
tt0166924,7
tt0166924,15
tt0166924,22
tt0167116,0
tt0167116,18
tt0167116,22
tt0167183,5
tt0167183,7
tt0167190,0
tt0167190,2
tt0167190,9
tt0167203,2
tt0167203,4
tt0167203,7
tt0167260,0
tt0167260,2
tt0167260,7
tt0167261,0
tt0167261,2
tt0167261,7
tt0167360,7
tt0167360,8
tt0167456,0
tt0167456,2
tt0167456,5
tt0168446,7
tt0168504,0
tt0168504,5
tt0168504,6
tt0168509,5
tt0168509,7
tt0168509,15
tt0168578,5
tt0168578,18
tt0168612,6
tt0168612,7
tt0168612,15
tt0168629,6
tt0168629,7
tt0168629,14
tt0168631,6
tt0168631,7
tt0168631,22
tt0168714,0
tt0168714,12
tt0168786,4
tt0168786,7
tt0168856,2
tt0168856,3
tt0168856,5
tt0169102,7
tt0169102,14
tt0169102,20
tt0169122,7
tt0169122,18
tt0169324,6
tt0169324,7
tt0169324,22
tt0169543,22
tt0169579,7
tt0170008,5
tt0170016,5
tt0170016,8
tt0170016,9
tt0170367,5
tt0170452,0
tt0170452,2
tt0170452,7
tt0170508,7
tt0170508,11
tt0170691,7
tt0170691,23
tt0171339,12
tt0171356,5
tt0171356,6
tt0171356,18
tt0171359,7
tt0171359,18
tt0171359,22
tt0171433,5
tt0171433,7
tt0171433,18
tt0171580,5
tt0171580,6
tt0171580,7
tt0171827,0
tt0171827,7
tt0171827,18
tt0172156,0
tt0172156,5
tt0172156,6
tt0172182,5
tt0172182,7
tt0172182,15
tt0172464,0
tt0172464,2
tt0172464,5
tt0172495,0
tt0172495,2
tt0172495,7
tt0172543,5
tt0172543,18
tt0172632,7
tt0172699,5
tt0172699,7
tt0172699,18
tt0172794,6
tt0172794,12
tt0172794,15
tt0172854,5
tt0172949,12
tt0172995,5
tt0173498,5
tt0173498,7
tt0173568,22
tt0173716,5
tt0173716,6
tt0173716,22
tt0173840,0
tt0173840,2
tt0173840,3
tt0174336,5
tt0174336,18
tt0174480,7
tt0174480,18
tt0174646,5
tt0174646,7
tt0174646,18
tt0174732,5
tt0174732,18
tt0175114,5
tt0175142,5
tt0176185,7
tt0176244,22
tt0176578,4
tt0176578,7
tt0176579,0
tt0176579,2
tt0176579,9
tt0176694,3
tt0176694,7
tt0176694,11
tt0176783,7
tt0176783,15
tt0176783,22
tt0176883,2
tt0176883,5
tt0176883,8
tt0177068,6
tt0177068,7
tt0177185,5
tt0177185,18
tt0177185,24
tt0177195,5
tt0177195,6
tt0177195,7
tt0177213,5
tt0177213,19
tt0177513,5
tt0177513,18
tt0177636,4
tt0177636,7
tt0177636,13
tt0177650,5
tt0177845,5
tt0177858,2
tt0177858,5
tt0177858,18
tt0177882,0
tt0177882,5
tt0177882,18
tt0177885,5
tt0177888,6
tt0177888,7
tt0177888,22
tt0177971,0
tt0177971,2
tt0177971,7
tt0177997,22
tt0178043,5
tt0178043,22
tt0178050,5
tt0178050,7
tt0178642,7
tt0179098,7
tt0179098,18
tt0179144,5
tt0179183,0
tt0179183,19
tt0179344,7
tt0179344,22
tt0179400,22
tt0179435,7
tt0179435,22
tt0179443,5
tt0179443,6
tt0179443,7
tt0179473,7
tt0179473,24
tt0179626,0
tt0179626,6
tt0179626,7
tt0179653,7
tt0179803,5
tt0179861,0
tt0179861,7
tt0180052,0
tt0180052,5
tt0180052,19
tt0180073,4
tt0180073,7
tt0180093,7
tt0180679,5
tt0180679,9
tt0180683,5
tt0180683,7
tt0180734,5
tt0180734,7
tt0180734,20
tt0181151,5
tt0181151,19
tt0181311,4
tt0181311,7
tt0181430,18
tt0181430,19
tt0181536,7
tt0181689,0
tt0181689,6
tt0181689,15
tt0181739,0
tt0181739,2
tt0181739,3
tt0181836,0
tt0181836,5
tt0181836,9
tt0181852,0
tt0181852,19
tt0181865,6
tt0181865,7
tt0181865,22
tt0181875,2
tt0181875,5
tt0181875,7
tt0181912,7
tt0181945,5
tt0181945,7
tt0181945,18
tt0181984,6
tt0181984,7
tt0181984,22
tt0182000,6
tt0182000,7
tt0182000,13
tt0182027,5
tt0182295,5
tt0182295,14
tt0182295,18
tt0182508,7
tt0183056,7
tt0183056,18
tt0183113,22
tt0183142,5
tt0183142,22
tt0183280,0
tt0183280,2
tt0183280,7
tt0183423,7
tt0183488,5
tt0183488,13
tt0183505,5
tt0183523,2
tt0183523,19
tt0183523,22
tt0183550,5
tt0183550,7
tt0183550,18
tt0183639,7
tt0183639,24
tt0183649,6
tt0183649,22
tt0183659,4
tt0183659,7
tt0183790,0
tt0183790,2
tt0183790,18
tt0183808,6
tt0183808,7
tt0183808,22
tt0183869,0
tt0183869,5
tt0183869,6
tt0184009,5
tt0184457,0
tt0184457,6
tt0184457,22
tt0184719,7
tt0184791,7
tt0184791,18
tt0184791,22
tt0184858,0
tt0184858,6
tt0184858,22
tt0184894,0
tt0184894,2
tt0184894,5
tt0184907,2
tt0184907,5
tt0184907,8
tt0185007,2
tt0185007,8
tt0185014,5
tt0185014,7
tt0185183,0
tt0185183,2
tt0185183,19
tt0185431,5
tt0185431,9
tt0185542,7
tt0186029,5
tt0186045,5
tt0186045,6
tt0186045,15
tt0186151,6
tt0186151,7
tt0186151,15
tt0186183,6
tt0186183,7
tt0186183,22
tt0186202,7
tt0186202,18
tt0186202,24
tt0186221,7
tt0186454,0
tt0186454,6
tt0186454,7
tt0186549,7
tt0186549,18
tt0186566,0
tt0186566,2
tt0186566,22
tt0186589,5
tt0186589,6
tt0186719,7
tt0186785,5
tt0186785,7
tt0186894,7
tt0186894,18
tt0186975,5
tt0186975,7
tt0186975,18
tt0187078,0
tt0187078,6
tt0187078,22
tt0187251,12
tt0187251,15
tt0187251,22
tt0187387,6
tt0187387,7
tt0187393,0
tt0187393,7
tt0187393,11
tt0187512,5
tt0187512,18
tt0187559,5
tt0187696,12
tt0187696,22
tt0187738,0
tt0187738,12
tt0187738,19
tt0187750,0
tt0187750,15
tt0187750,22
tt0187761,0
tt0187761,7
tt0187847,7
tt0188045,5
tt0188055,15
tt0188055,22
tt0188128,5
tt0188128,14
tt0188160,7
tt0188160,20
tt0188453,5
tt0188453,6
tt0188453,22
tt0188490,7
tt0188518,7
tt0188518,22
tt0188575,0
tt0188575,2
tt0188575,6
tt0188688,7
tt0188688,9
tt0188688,18
tt0189192,2
tt0189192,5
tt0189192,9
tt0189456,5
tt0189456,12
tt0189456,15
tt0189541,7
tt0189541,18
tt0189998,7
tt0189998,12
tt0190052,7
tt0190052,9
tt0190052,18
tt0190138,5
tt0190138,6
tt0190332,0
tt0190332,2
tt0190332,7
tt0190374,0
tt0190374,2
tt0190374,9
tt0190398,8
tt0190449,5
tt0190449,6
tt0190524,0
tt0190524,7
tt0190524,9
tt0190590,2
tt0190590,5
tt0190590,6
tt0190736,7
tt0190861,4
tt0190861,7
tt0190861,11
tt0190865,0
tt0190865,2
tt0190865,7
tt0190938,0
tt0190938,6
tt0190938,7
tt0190994,6
tt0190994,7
tt0190994,22
tt0191037,6
tt0191037,7
tt0191037,22
tt0191074,7
tt0191074,15
tt0191074,22
tt0191133,5
tt0191133,7
tt0191133,13
tt0191177,7
tt0191177,13
tt0191177,22
tt0191211,5
tt0191211,7
tt0191242,22
tt0191397,5
tt0191397,20
tt0191636,7
tt0191636,11
tt0191636,18
tt0191754,5
tt0191754,7
tt0191787,5
tt0191787,18
tt0191996,6
tt0191996,22
tt0192023,7
tt0192023,22
tt0192071,5
tt0192071,18
tt0192110,22
tt0192111,5
tt0192111,15
tt0192111,18
tt0192126,5
tt0192126,6
tt0192126,18
tt0192237,7
tt0192237,18
tt0192255,2
tt0192255,5
tt0192255,8
tt0192295,4
tt0192295,7
tt0192295,13
tt0192346,7
tt0192455,5
tt0192455,6
tt0192455,9
tt0192528,7
tt0192614,0
tt0192614,6
tt0192614,7
tt0192719,6
tt0192719,7
tt0192719,15
tt0192731,12
tt0192731,15
tt0192788,7
tt0192788,8
tt0192789,5
tt0192789,14
tt0192912,5
tt0192947,5
tt0192947,13
tt0192949,5
tt0192949,7
tt0193011,7
tt0193135,5
tt0193135,18
tt0193318,2
tt0193318,8
tt0193318,9
tt0193364,0
tt0193364,2
tt0193364,5
tt0193365,7
tt0193537,5
tt0193537,18
tt0193545,5
tt0193545,6
tt0193545,7
tt0193560,0
tt0193560,2
tt0193560,7
tt0193598,22
tt0193854,7
tt0193854,20
tt0193859,6
tt0193859,22
tt0194104,0
tt0194104,6
tt0194104,22
tt0194218,5
tt0194218,6
tt0194218,7
tt0194368,5
tt0194368,6
tt0194410,22
tt0194519,5
tt0195108,5
tt0195234,5
tt0195234,6
tt0195308,0
tt0195308,19
tt0195308,22
tt0195393,0
tt0195393,6
tt0195393,22
tt0195551,7
tt0195631,7
tt0195631,22
tt0195685,4
tt0195685,7
tt0195714,12
tt0195714,22
tt0195778,7
tt0195778,18
tt0195857,7
tt0195860,7
tt0195944,0
tt0195944,7
tt0195945,5
tt0196068,5
tt0196068,7
tt0196068,18
tt0196069,2
tt0196069,7
tt0196069,18
tt0196106,5
tt0196106,8
tt0196106,20
tt0196158,0
tt0196158,6
tt0196158,22
tt0196216,5
tt0196216,6
tt0196219,0
tt0196219,6
tt0196219,7
tt0196223,7
tt0196223,18
tt0196223,22
tt0196229,5
tt0196708,7
tt0196708,22
tt0196723,7
tt0196723,18
tt0197072,0
tt0197072,7
tt0197072,22
tt0197096,5
tt0197096,7
tt0197096,18
tt0197299,0
tt0197299,7
tt0197384,7
tt0197384,22
tt0197633,3
tt0197633,5
tt0197633,14
tt0197644,7
tt0197644,18
tt0197646,5
tt0197646,7
tt0197750,6
tt0197750,12
tt0197750,22
tt0197753,6
tt0197753,7
tt0197862,5
tt0197862,6
tt0197862,7
tt0197929,5
tt0197929,18
tt0197996,5
tt0198013,5
tt0198021,5
tt0198021,7
tt0198021,18
tt0198284,5
tt0198284,7
tt0198284,18
tt0198386,5
tt0198386,6
tt0198460,7
tt0198460,8
tt0198460,19
tt0198748,5
tt0198781,2
tt0198781,3
tt0198781,5
tt0198893,7
tt0198893,18
tt0198893,22
tt0198903,5
tt0198903,22
tt0199007,7
tt0199007,18
tt0199129,7
tt0199290,5
tt0199314,5
tt0199314,18
tt0199481,2
tt0199481,4
tt0199481,7
tt0199504,6
tt0199504,7
tt0199602,5
tt0199626,15
tt0199626,22
tt0199650,7
tt0199650,22
tt0199725,7
tt0199725,18
tt0199725,20
tt0199727,5
tt0199727,6
tt0199744,5
tt0199744,7
tt0199744,18
tt0199753,0
tt0199753,19
tt0199753,22
tt0199898,0
tt0199898,3
tt0199974,6
tt0199974,7
tt0199974,22
tt0200027,4
tt0200027,5
tt0200027,7
tt0200171,7
tt0200171,13
tt0200192,5
tt0200192,7
tt0200422,7
tt0200422,18
tt0200422,23
tt0200427,7
tt0200465,6
tt0200465,7
tt0200465,22
tt0200472,5
tt0200472,7
tt0200483,7
tt0200483,19
tt0200525,22
tt0200530,5
tt0200530,7
tt0200550,5
tt0200550,7
tt0200550,13
tt0200669,7
tt0200669,18
tt0200720,7
tt0200720,18
tt0200954,5
tt0201020,7
tt0201275,7
tt0201394,5
tt0201394,18
tt0201479,6
tt0201479,7
tt0201479,22
tt0201485,7
tt0201485,15
tt0201485,18
tt0201670,5
tt0201670,18
tt0201694,0
tt0201694,5
tt0201694,6
tt0201726,5
tt0201726,7
tt0201737,5
tt0201737,7
tt0201844,12
tt0201844,22
tt0201888,5
tt0201888,18
tt0201899,7
tt0201901,5
tt0201934,7
tt0201934,22
tt0202236,7
tt0202236,19
tt0202236,22
tt0202294,7
tt0202314,0
tt0202314,19
tt0202314,22
tt0202360,12
tt0202360,22
tt0202402,5
tt0202402,7
tt0202402,18
tt0202452,2
tt0202452,3
tt0202458,22
tt0202470,7
tt0202470,13
tt0202487,5
tt0202560,15
tt0202623,5
tt0202623,18
tt0202641,5
tt0202641,7
tt0202641,18
tt0202677,0
tt0202677,6
tt0202677,7
tt0202695,19
tt0202711,7
tt0202829,5
tt0202829,18
tt0202856,5
tt0202856,7
tt0202989,5
tt0203009,7
tt0203009,14
tt0203009,18
tt0203019,4
tt0203019,7
tt0203047,5
tt0203053,0
tt0203053,15
tt0203053,22
tt0203078,7
tt0203078,18
tt0203119,6
tt0203119,7
tt0203119,22
tt0203144,7
tt0203166,5
tt0203166,7
tt0203166,18
tt0203206,5
tt0203230,7
tt0203289,5
tt0203289,7
tt0203289,18
tt0203297,7
tt0203297,18
tt0203536,0
tt0203536,5
tt0203536,22
tt0203540,5
tt0203540,6
tt0203540,7
tt0203580,5
tt0203580,7
tt0203580,18
tt0203584,5
tt0203632,7
tt0203632,15
tt0203632,18
tt0203755,5
tt0203755,6
tt0203830,12
tt0203830,15
tt0203830,22
tt0203835,0
tt0203835,7
tt0203912,7
tt0203940,12
tt0203940,19
tt0203940,22
tt0203952,6
tt0203975,6
tt0203975,7
tt0203975,18
tt0204137,6
tt0204137,7
tt0204175,5
tt0204175,7
tt0204175,18
tt0204250,5
tt0204250,15
tt0204313,12
tt0204313,15
tt0204313,22
tt0204322,6
tt0204322,7
tt0204322,15
tt0204350,5
tt0204350,6
tt0204352,5
tt0204352,7
tt0204382,5
tt0204619,7
tt0204619,18
tt0204626,6
tt0204626,7
tt0204626,15
tt0204640,5
tt0204640,18
tt0204679,5
tt0204679,18
tt0204679,19
tt0204698,5
tt0204698,13
tt0204698,18
tt0204700,7
tt0204700,12
tt0204700,22
tt0204761,7
tt0204885,5
tt0204932,5
tt0204932,7
tt0204932,8
tt0204933,6
tt0204933,7
tt0204933,22
tt0204946,5
tt0204946,18
tt0204946,20
tt0205177,5
tt0205177,13
tt0205271,5
tt0205271,7
tt0205271,18
tt0205380,0
tt0205380,7
tt0205380,18
tt0205418,22
tt0205461,2
tt0205461,5
tt0205461,7
tt0205498,5
tt0205498,18
tt0205521,5
tt0205526,22
tt0205729,0
tt0205729,2
tt0205738,5
tt0205738,7
tt0205738,15
tt0205778,7
tt0205778,9
tt0205873,5
tt0205873,7
tt0205873,11
tt0205936,6
tt0205936,15
tt0205936,22
tt0206075,2
tt0206088,5
tt0206098,7
tt0206113,7
tt0206113,20
tt0206184,5
tt0206184,18
tt0206184,20
tt0206211,7
tt0206223,22
tt0206226,5
tt0206226,12
tt0206226,15
tt0206275,7
tt0206275,13
tt0206275,18
tt0206314,0
tt0206314,15
tt0206314,22
tt0206367,3
tt0206367,7
tt0206367,8
tt0206420,5
tt0206420,9
tt0206420,18
tt0206545,7
tt0206608,4
tt0206608,5
tt0206608,7
tt0206634,0
tt0206634,7
tt0206634,19
tt0206694,7
tt0206742,5
tt0206742,18
tt0206762,5
tt0206762,6
tt0206778,7
tt0206917,7
tt0206917,13
tt0206917,18
tt0206926,5
tt0206926,18
tt0206963,5
tt0206963,7
tt0206963,18
tt0207036,6
tt0207036,7
tt0207036,22
tt0207051,7
tt0207161,5
tt0207161,8
tt0207161,18
tt0207163,7
tt0207163,22
tt0207198,0
tt0207198,5
tt0207198,7
tt0207201,5
tt0207201,9
tt0207201,18
tt0207333,8
tt0207333,12
tt0207337,5
tt0207377,0
tt0207377,2
tt0207377,22
tt0207501,0
tt0207501,22
tt0207524,5
tt0207524,7
tt0207585,5
tt0207585,7
tt0207585,8
tt0207631,0
tt0207631,2
tt0207631,19
tt0207635,22
tt0207638,7
tt0207745,5
tt0207745,7
tt0207988,7
tt0208003,0
tt0208003,5
tt0208003,6
tt0208017,6
tt0208017,7
tt0208017,18
tt0208037,0
tt0208037,7
tt0208037,22
tt0208050,5
tt0208050,18
tt0208092,5
tt0208092,6
tt0208196,5
tt0208196,18
tt0208204,18
tt0208204,22
tt0208412,5
tt0208412,7
tt0208491,6
tt0208491,7
tt0208870,2
tt0208870,3
tt0208870,19
tt0208874,7
tt0208874,22
tt0208883,7
tt0208883,18
tt0208883,22
tt0208889,6
tt0208889,7
tt0208899,7
tt0208910,22
tt0208911,7
tt0208942,6
tt0208942,22
tt0208988,0
tt0208988,6
tt0208988,7
tt0208990,7
tt0208993,5
tt0208993,7
tt0208993,13
tt0209020,7
tt0209037,5
tt0209037,7
tt0209037,13
tt0209077,7
tt0209109,5
tt0209144,15
tt0209144,22
tt0209163,0
tt0209163,2
tt0209163,9
tt0209180,7
tt0209180,23
tt0209253,5
tt0209253,7
tt0209279,2
tt0209279,8
tt0209322,5
tt0209322,7
tt0209322,18
tt0209475,5
tt0209475,18
tt0209486,5
tt0209486,6
tt0209486,22
tt0209941,7
tt0209958,6
tt0209958,12
tt0209958,19
tt0210065,6
tt0210065,7
tt0210065,22
tt0210070,7
tt0210070,9
tt0210070,12
tt0210075,7
tt0210075,20
tt0210094,5
tt0210149,7
tt0210223,0
tt0210223,9
tt0210223,12
tt0210299,7
tt0210299,13
tt0210357,7
tt0210357,8
tt0210358,7
tt0210358,18
tt0210362,5
tt0210362,7
tt0210362,22
tt0210382,6
tt0210382,7
tt0210382,15
tt0210470,9
tt0210470,15
tt0210567,5
tt0210567,7
tt0210584,5
tt0210584,7
tt0210584,18
tt0210616,7
tt0210616,13
tt0210616,18
tt0210756,5
tt0210756,18
tt0210776,7
tt0210816,7
tt0210930,7
tt0210930,11
tt0210945,4
tt0210945,7
tt0210945,20
tt0210952,7
tt0210953,6
tt0210953,7
tt0211181,2
tt0211181,5
tt0211181,8
tt0211279,7
tt0211296,7
tt0211309,7
tt0211309,13
tt0211309,18
tt0211387,5
tt0211387,7
tt0211387,18
tt0211423,7
tt0211443,0
tt0211443,12
tt0211443,19
tt0211465,6
tt0211465,7
tt0211465,22
tt0211492,7
tt0211492,18
tt0211661,5
tt0211661,12
tt0211661,18
tt0211718,4
tt0211718,7
tt0211718,14
tt0211915,5
tt0211915,18
tt0211919,5
tt0211919,18
tt0211933,6
tt0211933,7
tt0211933,15
tt0211938,0
tt0211938,5
tt0211938,6
tt0211941,7
tt0211946,5
tt0211946,7
tt0211946,13
tt0212048,6
tt0212048,15
tt0212048,18
tt0212059,6
tt0212059,7
tt0212132,7
tt0212132,24
tt0212215,7
tt0212271,5
tt0212271,7
tt0212292,5
tt0212294,15
tt0212298,5
tt0212298,7
tt0212338,5
tt0212338,18
tt0212346,0
tt0212346,5
tt0212346,6
tt0212360,5
